place_id,destination,title,city,state,address,latitude,longitude,rating,reviews_count,description,image_url,category,source_url,data_source
279,Pondicherry,ARCHDIOCESE OF PONDICHERRY AND CUDDALORE,Puducherry,Puducherry,"206, Mission St, MG Road Area, Puducherry, 605001, India",11.9325842,79.8302798,4.6,57,,https://lh5.googleusercontent.com/p/AF1QipM5Vn5sUF1txFuFNFwqHDQGXtlDXYUiNVvMTEqA=w1920-h1080-k-no,Culture,"https://www.google.com/maps/place/ARCHDIOCESE+OF+PONDICHERRY+AND+CUDDALORE/@11.9325842,79.8302798,17z/data=!3m1!4b1!4m6!3m5!1s0x3a5363d5a31e2f59:0x1e611688b64c4c82!8m2!3d11.9325842!4d79.8302798!16s%2Fm%2F04g28_k?hl=en",rich_dataset
280,Pondicherry,Cluny Embroidery,Puducherry,Puducherry,"WRHM+39F, White Town, Puducherry, 605001, India",11.9276875,79.8334366,4.5,22,,https://lh5.googleusercontent.com/p/AF1QipMtE7MZxBd4Jwvmib1VwxNkhehMHmmWlC64Cqxm=w1920-h1080-k-no,Culture,"https://www.google.com/maps/place/Cluny+Embroidery/@11.9276875,79.8334366,17z/data=!3m1!4b1!4m6!3m5!1s0x3a53622bdb01d939:0x6caf7d6cc74821ff!8m2!3d11.9276875!4d79.8334366!16s%2Fg%2F11f3v8wx2v?hl=en",rich_dataset
281,Pondicherry,Grand Serenaa Hotel & Resorts,Puducherry,Tamil Nadu,"164/1, Near Auroville, Puducherry - Tindivanam Road, Thiruchitrambalam, Puducherry, 605111, India",11.991342,79.782344,4.0,3193,"Laid-back hotel offering a restaurant, a bar & a spa, plus free breakfast, Wi-Fi & parking.",https://lh5.googleusercontent.com/p/AF1QipPuDXHxFHjcsBUp2FB0J2fkATU0reqHR5ybS1Sf=w1920-h1080-k-no,Nature,"https://www.google.com/maps/place/Grand+Serenaa+Hotel+%26+Resorts/@11.991342,79.782344,17z/data=!3m1!4b1!4m9!3m8!1s0x3a5367271bae188f:0xa9b7dcb4c84612dd!5m2!4m1!1i2!8m2!3d11.991342!4d79.782344!16s%2Fg%2F1q6n2kz5_?hl=en",rich_dataset
282,Pondicherry,Kurunji Nagar Modern Park,Puducherry,Tamil Nadu,"13, 1st Main Rd, Kurinji Nagar, Lawspet, Puducherry, Tamil Nadu 605008, India",11.9558,79.8065,3.8,241,,https://lh5.googleusercontent.com/p/AF1QipPSsB-5iF7geTW2m3dW8tCBdYqURDE5YwIqLfI1=w1920-h1080-k-no,Nature,"https://www.google.com/maps/place/Kurunji+Nagar+Modern+Park/@11.9558,79.8065,17z/data=!3m1!4b1!4m6!3m5!1s0x3a53613f92bbc021:0x44b0db9f2be0e590!8m2!3d11.9558!4d79.8065!16s%2Fg%2F1pyqmjf59?hl=en",rich_dataset
283,Pondicherry,Puducherry Airport,Puducherry,Puducherry,"XR87+3W8, Lawspet, Puducherry, 605008, India",11.9651711,79.8148356,4.1,331,,https://lh5.googleusercontent.com/p/AF1QipPKpZdrDFI4iUT_q61lhR0HWtiKQskGDQ8bLdXV=w1920-h1080-k-no,Culture,"https://www.google.com/maps/place/Puducherry+Airport/@11.9651711,79.8148356,17z/data=!3m1!4b1!4m6!3m5!1s0x3a536148f0a69445:0x2e72a5b6716de3f1!8m2!3d11.9651711!4d79.8148356!16s%2Fm%2F09v26qv?hl=en",rich_dataset
284,Pondicherry,Pondicherry Harbour,Puducherry,Puducherry,"Duppuypet, Puducherry",11.9227198,79.8353075,4.5,18,,https://lh5.googleusercontent.com/p/AF1QipPp9K_EAHjdAW_CQxF_nNTcM1MMgfLjrOXSfy7j=w1920-h1080-k-no,Culture,"https://www.google.com/maps/place/Pondicherry+Harbour/@11.9227899,79.8349265,18z/data=!3m1!4b1!4m6!3m5!1s0x3a536228b427dd5d:0xc8b454b2e7d6d634!8m2!3d11.9227198!4d79.8353075!16s%2Fg%2F11g_43y_2?hl=en",rich_dataset
285,Pondicherry,Le Dupleix,Puducherry,Puducherry,"7, Casern St, White Town, Puducherry, 605001, India",11.9309752,79.8338362,4.2,2518,"A 15-minute walk from Puducherry railway station, this elegant hotel is set in a converted 18th-century residence that once housed the Mayor of Pondicherry. It's a 4-minute walk from Rock Beach on the Bay of Bengal.
 Featuring antique furniture and Colonial-style touches, the individually decorated rooms come with Wi-Fi, TVs and minibars, plus tea and coffeemaking facilities; some add balconies or terraces. Suites provide sitting areas. Room service is available.
 Breakfast is offered. Other amenities include an Indian/Western fusion restaurant with a courtyard, and a sophisticated lounge bar with traditional wood carvings.",https://lh3.googleusercontent.com/gps-proxy/ALm4wwmU_cJ3PaPg8fK18uY-SR_GYjK3u52aBtGNFTifjsgH_nG04UaVVqtDUwN1fR6I6GM6IvnCsycN79g9l13pmHYVN_HDhHFma68VnlCzDVqv0qxsA788DCiUynPWKxv15uIipaZu3oBjK_p8iYgy66TC1wwO1lunn155EkaZ-1qpLIQ_akDy6sQ8sA=w1920-h1080-k-no,Nature,"https://www.google.com/maps/place/Le+Dupleix/@11.9309752,79.8338362,17z/data=!3m1!4b1!4m9!3m8!1s0x3a53622b15555555:0xd6498e42c0f81811!5m2!4m1!1i2!8m2!3d11.9309752!4d79.8338362!16s%2Fg%2F11s___b88z?hl=en",rich_dataset
286,Pondicherry,Pondicherry Beach Escapes,Puducherry,Puducherry,"26, New St, opposite C block, Santhi Nagar, Mahaveer Nagar, Nessavalar Nagar, Lawspet, Puducherry, 605008, India",11.9606602,79.8168913,4.9,107,,https://lh5.googleusercontent.com/p/AF1QipOrAcjdViUjfgWnE5dBOcm8RKMo-0C74v9DXJ0o=w1920-h1080-k-no,Nature,"https://www.google.com/maps/place/Pondicherry+Beach+Escapes/@11.9606602,79.8168913,17z/data=!3m1!4b1!4m6!3m5!1s0x3a5361cdccdf671f:0xe37efdecba668156!8m2!3d11.9606602!4d79.8168913!16s%2Fg%2F11sgn7mfl2?hl=en",rich_dataset
287,Pondicherry,Bharatratna Dr.B.R. Ambedkar Manimandabam,Puducherry,Puducherry,"WRHM+JXP, Beach Main Rd, White Town, Puducherry, 605005, India",11.9290791,79.8349495,4.5,124,,https://lh5.googleusercontent.com/p/AF1QipOBMDNMNepfOr8AK-JHk83yzLmdj5zxnGgg-7u3=w1920-h1080-k-no,Historical,"https://www.google.com/maps/place/Bharatratna+Dr.B.R.+Ambedkar+Manimandabam/@11.9290791,79.8349495,17z/data=!3m1!4b1!4m6!3m5!1s0x3a53644017326351:0xdc445ce65f4562ff!8m2!3d11.9290791!4d79.8349495!16s%2Fg%2F11byl53fmg?hl=en",rich_dataset
288,Pondicherry,"Kamarajar memorial Mandapam, ECR.",Puducherry,Puducherry,"XR4G+RP6, SH 49, Pethuchettypet, Bharathi Nagar, Puducherry, 605012, India",11.9570276,79.8267507,4.3,1347,,https://lh5.googleusercontent.com/p/AF1QipOF7fZDfjgL-jk5Y4p7sqgC3InBouCk6grxccRJ=w1920-h1080-k-no,Historical,"https://www.google.com/maps/place/Kamarajar+memorial+Mandapam,+ECR./@11.9570276,79.8267507,17z/data=!3m1!4b1!4m6!3m5!1s0x3a5361d687dc5f93:0x4d6114a72b6fc59c!8m2!3d11.9570276!4d79.8267507!16s%2Fg%2F11gmbyc4k0?hl=en",rich_dataset
289,Pondicherry,Raynal Garden Society,Puducherry,Puducherry,"21, Velan Nagar Main Rd, Annamalai Nagar, Puducherry, 605013, India",11.9446999,79.8167,3.7,51,,https://lh5.googleusercontent.com/p/AF1QipMn6BdkQ4NKIrnYlTMCFWXeJGdp1-dTRBcoP7-r=w1920-h1080-k-no,Nature,"https://www.google.com/maps/place/Raynal+Garden+Society/@11.9446999,79.8167,17z/data=!3m1!4b1!4m6!3m5!1s0x3a53616fc72c34c5:0x243e0434c5f7ef62!8m2!3d11.9446999!4d79.8167!16s%2Fg%2F1pyqk6x9s?hl=en",rich_dataset
290,Pondicherry,Notre Dame des Anges Church,Puducherry,Puducherry,"White Town, Puducherry, 605001, India",11.9300577,79.8343055,4.6,716,"Catholic church built in 1855 with vaulted ceilings, colorful stained glass & a pink facade.",https://lh5.googleusercontent.com/p/AF1QipOuCcaG6g59HkR9AvJkC0A7pV2_U9XSWMcorR83=w1920-h1080-k-no,Pilgrimage,"https://www.google.com/maps/place/Notre+Dame+des+Anges+Church/@11.9300577,79.8343055,17z/data=!3m1!4b1!4m6!3m5!1s0x3a53622b77b3167d:0xe25f656abc7733fd!8m2!3d11.9300577!4d79.8343055!16s%2Fg%2F11ggtg4k2m?hl=en",rich_dataset
291,Pondicherry,Our lady of angels church,Puducherry,Puducherry,"WRHM+XRF, Rue, Dumas St, White Town, Puducherry, 605001, India",11.9299291,79.8345411,4.7,113,,https://lh5.googleusercontent.com/p/AF1QipOHuTo39uH8gYhuLH9zYj96djTq44ugddKHsHih=w1920-h1080-k-no,Pilgrimage,"https://www.google.com/maps/place/Our+lady+of+angels+church/@11.9299291,79.8345411,17z/data=!3m1!4b1!4m6!3m5!1s0x3a536316a698fe97:0xa92a360cb84b0775!8m2!3d11.9299291!4d79.8345411!16s%2Fg%2F1235q9vf?hl=en",rich_dataset
292,Pondicherry,Puducherry Tourism Information Centre,Puducherry,Puducherry,"40 Old Court Building 2, Beach Road, Goubert Ave, White Town, Puducherry, 605001, India",11.9283754,79.8347708,4.3,4141,"Reachable by boat, this serene sandy beach offers beach volleyball & an eatery, plus changing rooms.",https://lh5.googleusercontent.com/p/AF1QipMXytBO73VgTbjnyfcUo2aMlteti0oyvzvvhBab=w1920-h1080-k-no,Nature,"https://www.google.com/maps/place/Puducherry+Tourism+Information+Centre/@11.9283754,79.8347708,17z/data=!3m1!4b1!4m6!3m5!1s0x3a5363aff32c1727:0xe50b91569c846d9e!8m2!3d11.9283754!4d79.8347708!16s%2Fg%2F1tfbr9m9?hl=en",rich_dataset
293,Pondicherry,Goubert Market,Puducherry,Puducherry,"131 Big market, Puducherry 605001, India",11.9356319,79.8280921,4.2,83,,https://lh5.googleusercontent.com/p/AF1QipNA_tIxTKTzg15nx427LniW3SUcdx6hk_CKnyR_=w1920-h1080-k-no,Culture,"https://www.google.com/maps/place/Goubert+Market/@11.9356319,79.8280921,17z/data=!3m1!4b1!4m6!3m5!1s0x3a5361700bc418f5:0x8863d96dec3e2e26!8m2!3d11.9356319!4d79.8280921!16s%2Fg%2F11ptrblptj?hl=en",rich_dataset
294,Pondicherry,University Beach,Puducherry,Puducherry,"2V76+G76, Pondicherry University, Chinna Kalapet, Puducherry, 605014, India",12.0137843,79.8606374,4.1,76,,https://lh5.googleusercontent.com/p/AF1QipOkwNXA0DoIlezwUELNFNG19QW7O_n7cvqUczw=w1920-h1080-k-no,Nature,"https://www.google.com/maps/place/University+Beach/@12.0137843,79.8606374,17z/data=!3m1!4b1!4m6!3m5!1s0x3a53644f9e63feb9:0x8ed8a6cc4178bd2!8m2!3d12.0137843!4d79.8606374!16s%2Fg%2F11cp5v_s36?hl=en",rich_dataset
295,Pondicherry,Kokku Park,Puducherry,Puducherry,"WRV5+CGH, SH 49, Gnanapragasam Nagar, Saram, Puducherry, 605008, India",11.9435535,79.8088653,3.8,361,,https://lh5.googleusercontent.com/p/AF1QipO82rzxuFVnat2BSJ1YMS1AV_xef4J2-uhaaPLD=w1920-h1080-k-no,Nature,"https://www.google.com/maps/place/Kokku+Park/@11.9435535,79.8088653,17z/data=!3m1!4b1!4m6!3m5!1s0x3a53616d0b7fc05f:0xcffae129f659a55c!8m2!3d11.9435535!4d79.8088653!16s%2Fg%2F11b7jn2wly?hl=en",rich_dataset
296,Pondicherry,Children's Park,Puducherry,Puducherry,"XR3M+J3M, Muthialpet, Puducherry, 605003, India",11.9540927,79.8326717,5.0,2,,https://lh5.googleusercontent.com/p/AF1QipMaGKw2HUtIlUuF4aHDbiS6TOLt6IKdDx2VajCl=w1920-h1080-k-no,Nature,"https://www.google.com/maps/place/Children's+Park/@11.9540927,79.8326717,17z/data=!3m1!4b1!4m6!3m5!1s0x3a53633677ec7631:0xdd4ac94f8f3037cb!8m2!3d11.9540927!4d79.8326717!16s%2Fg%2F11k2b4pmmw?hl=en",rich_dataset
297,Pondicherry,Holy Rosary Catholic Church,Puducherry,Puducherry,"XR2M+Q7X, St Rozario St, Muthialpet, Puducherry, 605003, India",11.9519967,79.8332306,4.6,141,,https://lh5.googleusercontent.com/p/AF1QipPVudhHkQ_9JTK9aEX7c7vtuy2LYuyswSu2RCls=w1920-h1080-k-no,Pilgrimage,"https://www.google.com/maps/place/Holy+Rosary+Catholic+Church/@11.9519967,79.8332306,17z/data=!3m1!4b1!4m6!3m5!1s0x3a5363defa6b9789:0x9a153a3524f44638!8m2!3d11.9519967!4d79.8332306!16s%2Fg%2F1td6l28y?hl=en",rich_dataset
298,Pondicherry,JIPMER Gandhi Children's Park,Puducherry,Puducherry,"WRX2+H5R, Charaka Ave, Jipmer Campus, Puducherry, 605006, India",11.948977,79.8003856,4.4,386,,https://lh5.googleusercontent.com/p/AF1QipNCPKtZIJY9nuN9Q-2LADBB5K92poh8RjyLW45l=w1920-h1080-k-no,Nature,"https://www.google.com/maps/place/JIPMER+Gandhi+Children's+Park/@11.948977,79.8003856,17z/data=!3m1!4b1!4m6!3m5!1s0x3a53618f7bf0da15:0xe9c3d2a0b67f977b!8m2!3d11.948977!4d79.8003856!16s%2Fg%2F11gmtjjgb9?hl=en",rich_dataset
299,Pondicherry,AVX Combatants Dead Indies French Homeland Povala,Puducherry,Puducherry,"WRJP+P56, Beach Rd, Near Beach, White Town, Puducherry, 605001, India",11.9318,79.8354,4.4,237,French war memorial featuring stark white columns & a soldier statue in tranquil garden surrounds.,https://lh5.googleusercontent.com/p/AF1QipOFYXEEGXT7Gf18b4oJlrYAGrtp0nUIFozASEhe=w1920-h1080-k-no,Historical,"https://www.google.com/maps/place/AVX+Combatants+Dead+Indies+French+Homeland+Povala/@11.9318,79.8354,17z/data=!3m1!4b1!4m6!3m5!1s0x3a53622ca719f0bd:0xeddf092dd3c509ea!8m2!3d11.9318!4d79.8354!16s%2Fg%2F1tg144_1?hl=en",rich_dataset
300,Pondicherry,Light House,Puducherry,Puducherry,"WRFP+26W, Port Road, Duppuypet, Puducherry, India",11.9226245,79.8355833,4.1,7,,https://lh5.googleusercontent.com/p/AF1QipNAi-wMYInqQZSt0hE8uu-Kx3U5Yr42BUb3Xzlk=w1920-h1080-k-no,Adventure,"https://www.google.com/maps/place/Light+House/@11.9226245,79.8355833,17z/data=!3m1!4b1!4m6!3m5!1s0x3a536393d77acdf5:0xc5c12fbef9d4643d!8m2!3d11.9226245!4d79.8355833!16s%2Fg%2F11rq7t5xb9?hl=en",rich_dataset
301,Pondicherry,Sita Cultural Centre,Puducherry,Puducherry,"22, Kandappa Mudaliar St, White Town, Puducherry, 605001, India",11.9300479,79.8298062,4.6,101,,https://lh5.googleusercontent.com/p/AF1QipP34HTZm8Gt-KsoIT7ntDq9KNY9jORnbXMLke8g=w1920-h1080-k-no,Historical,"https://www.google.com/maps/place/Sita+Cultural+Centre/@11.9300479,79.8298062,17z/data=!3m1!4b1!4m6!3m5!1s0x3a53622a804465f1:0x2ec7ece18ab7f593!8m2!3d11.9300479!4d79.8298062!16s%2Fg%2F1wf370hs?hl=en",rich_dataset
302,Pondicherry,Boat Point Fishing Harbour,Puducherry,Puducherry,"WR5F+9XR, Thengaithittu, Puducherry, 605004, India",11.9084921,79.8248946,3.8,60,,https://lh5.googleusercontent.com/p/AF1QipOls_sxb30qWxENU4p5PxKbaC-8WpA_ZkKE3svx=w1920-h1080-k-no,Culture,"https://www.google.com/maps/place/Boat+Point+Fishing+Harbour/@11.9084921,79.8248946,17z/data=!3m1!4b1!4m6!3m5!1s0x3a5361f497dae535:0xed22576c1af2823b!8m2!3d11.9084921!4d79.8248946!16s%2Fg%2F11clyz5hx0?hl=en",rich_dataset
303,Pondicherry,ST. FRANCIS OF ASSISI CHURCH,Puducherry,Puducherry,"28, Appavu Nagar Street, Kuruchikuppam, Puducherry, 605003, India",11.943,79.8366999,4.4,111,,https://lh5.googleusercontent.com/p/AF1QipOFBObLx4lZ6kPy6Odd-aXTSwjGOwD42o6wMhRO=w1920-h1080-k-no,Pilgrimage,"https://www.google.com/maps/place/ST.+FRANCIS+OF+ASSISI+CHURCH/@11.943,79.8366999,17z/data=!3m1!4b1!4m6!3m5!1s0x3a5363d095f25989:0xbb556c220201a5e6!8m2!3d11.943!4d79.8366999!16s%2Fg%2F1tfj1lyr?hl=en",rich_dataset
304,Pondicherry,Puducherry Kargil War Memorial,Puducherry,Puducherry,"WRPP+HHH, Beach Rd, White Town, Puducherry, 605002, India",11.936426,79.8364754,4.4,178,,https://lh5.googleusercontent.com/p/AF1QipOhXO8k7ODskOnI6V4MAgDr4nkH0ElvJzxPWYVP=w1920-h1080-k-no,Historical,"https://www.google.com/maps/place/Puducherry+Kargil+War+Memorial/@11.936426,79.8364754,17z/data=!3m1!4b1!4m6!3m5!1s0x3a5363d3977c128f:0x1e6738973e0ae210!8m2!3d11.936426!4d79.8364754!16s%2Fg%2F11csqhvnhg?hl=en",rich_dataset
305,Pondicherry,Aye Mandap,Puducherry,Puducherry,"WRMM+6M8, Victor Simonel St, White Town, Puducherry, 605001, India",11.9330411,79.8342025,4.2,39,,https://lh5.googleusercontent.com/p/AF1QipO82Whvw9izKoaarLqu9UfjqiymTPeU5s4Mj14i=w1920-h1080-k-no,Nature,"https://www.google.com/maps/place/Aye+Mandap/@11.9330411,79.8342025,17z/data=!3m1!4b1!4m6!3m5!1s0x3a5363d4b09f3e71:0x9921a416859a4fee!8m2!3d11.9330411!4d79.8342025!16s%2Fg%2F1tkjjmdg?hl=en",rich_dataset
306,Pondicherry,Nature Centre Block,Puducherry,Puducherry,"WRHF+627, Ambedkar Nagar, Orleanpet, Puducherry, 605001, India",11.9280452,79.8225577,4.8,5,,https://lh5.googleusercontent.com/p/AF1QipM49a3vgi1q_nGWbEITkeWiNSn_SFGJhlNJK6UZ=w1920-h1080-k-no,Nature,"https://www.google.com/maps/place/Nature+Centre+Block/@11.9280452,79.8225577,17z/data=!3m1!4b1!4m6!3m5!1s0x3a5361559e5547a3:0xdb445f9fa310085d!8m2!3d11.9280452!4d79.8225577!16s%2Fg%2F11gxrwl3cb?hl=en",rich_dataset
307,Pondicherry,Sri Raja Rajeswari Amman Temple,Puducherry,Puducherry,"WQGF+F2Q, Arumparthapuram, Marie Oulgaret, Puducherry, 605110, India",11.9262052,79.7726002,4.1,38,,https://lh5.googleusercontent.com/p/AF1QipNBiEgsUIo_PGzX2d4wPfzJvEutqhH4gk8-JUlW=w1920-h1080-k-no,Pilgrimage,"https://www.google.com/maps/place/Sri+Raja+Rajeswari+Amman+Temple/@11.9262052,79.7726002,17z/data=!3m1!4b1!4m6!3m5!1s0x3a536059e9867381:0xb29d351462eedf74!8m2!3d11.9262052!4d79.7726002!16s%2Fg%2F1pyqjbkw8?hl=en",rich_dataset
308,Pondicherry,Pondicherry Marina Beach,Puducherry,Puducherry,"WR5H+JHR, Puducherry, 605004, India",11.909124,79.8289028,4.4,556,,https://lh5.googleusercontent.com/p/AF1QipObTUXHTPQGrvx9_28Vyu47CWCyJB8BASxvDnQH=w1920-h1080-k-no,Nature,"https://www.google.com/maps/place/Pondicherry+Marina+Beach/@11.909124,79.8289028,17z/data=!3m1!4b1!4m6!3m5!1s0x3a5361f544c0e007:0xb081833f35741707!8m2!3d11.909124!4d79.8289028!16s%2Fg%2F11c5s3jjp0?hl=en",rich_dataset
309,Pondicherry,Government park,Puducherry,Puducherry,"WQRC+7CW, Kurumbapet, Housing Board, Puducherry, 605009, India",11.9407371,79.7710852,0.0,0,,https://lh5.googleusercontent.com/p/AF1QipM33R_vMyxSjYAVA8w0nkuRw6CGccwj6lWQknEP=w1920-h1080-k-no,Nature,"https://www.google.com/maps/place/Government+park/@11.9407371,79.7710852,17z/data=!3m1!4b1!4m6!3m5!1s0x3a5361bd4a8c49ed:0xfdde7446ac5332bd!8m2!3d11.9407371!4d79.7710852!16s%2Fg%2F11mpt75574?hl=en",rich_dataset
310,Pondicherry,Intach Pondicherry,Puducherry,Puducherry,"62, Sri Aurobindo St, Heritage Town, Puducherry, 605001, India",11.9385756,79.8301068,4.3,123,,https://lh5.googleusercontent.com/p/AF1QipMxmBlqeuvE20O0O2f2uHHOMvz_GoyCooKYk2R5=w1920-h1080-k-no,Historical,"https://www.google.com/maps/place/Intach+Pondicherry/@11.9385756,79.8301068,17z/data=!3m1!4b1!4m6!3m5!1s0x3a5363d606bde0b9:0x3daf14f5ee696f88!8m2!3d11.9385756!4d79.8301068!16s%2Fg%2F1ydntz0zp?hl=en",rich_dataset
311,Pondicherry,BIRD PARK,Puducherry,Puducherry,"near hanuman temple, Alankuppam, Indira Nagar, Puducherry, 605111, India",12.0224375,79.8015625,4.9,15,,https://lh5.googleusercontent.com/p/AF1QipPyMrjxYINsIi7pgeiEsxBLIhIbutRBRsHrrq4e=w1920-h1080-k-no,Nature,"https://www.google.com/maps/place/BIRD+PARK/@12.0224375,79.8015625,17z/data=!3m1!4b1!4m6!3m5!1s0x3a5367d0dad09e11:0x95db3850c45441dc!8m2!3d12.0224375!4d79.8015625!16s%2Fg%2F11q1dg1k4b?hl=en",rich_dataset
312,Pondicherry,Annai aashram,Puducherry,Puducherry,"WRQF+237, North St, Gowindhasamy nagar, Kamaraj Nagar, Puducherry, 605011, India",11.9375374,79.8226831,4.8,5,,https://lh5.googleusercontent.com/p/AF1QipN-sZxfPO05afTp5Lyvp1nJlVKrQmfJosw0ZXLp=w1920-h1080-k-no,Adventure,"https://www.google.com/maps/place/Annai+aashram/@11.9375374,79.8226831,17z/data=!3m1!4b1!4m6!3m5!1s0x3a5361b97b79544b:0xe2a79d9b07374897!8m2!3d11.9375374!4d79.8226831!16s%2Fg%2F11m49ys2ch?hl=en",rich_dataset
313,Pondicherry,Lighthouse Beach,Puducherry,Puducherry,"WR8J+8CG, Dubrayapet, Puducherry, 605004, India",11.915818,79.8310932,4.2,114,,https://lh5.googleusercontent.com/p/AF1QipMAbFbYbjG0O_t5SDRlWeKVwkf67eCYYccpTivq=w1920-h1080-k-no,Nature,"https://www.google.com/maps/place/Lighthouse+Beach/@11.915818,79.8310932,17z/data=!3m1!4b1!4m6!3m5!1s0x3a5363f9e952b94d:0x16124daf639d254f!8m2!3d11.915818!4d79.8310932!16s%2Fg%2F11r9lqbvjf?hl=en",rich_dataset
314,Pondicherry,Sri Aurobindo Ashram,Puducherry,Puducherry,"and, No. 9, Marine Street, White Town, Puducherry, 605002, India",11.9365872,79.834006,4.4,10581,"Large residential spiritual community with meditation & yoga practice, open to day visitors.",https://lh5.googleusercontent.com/p/AF1QipOT6QoBssnHMyelArBe606aeG50fM_EVKlnvy9V=w1920-h1080-k-no,Historical,"https://www.google.com/maps/place/Sri+Aurobindo+Ashram/@11.9365872,79.834006,17z/data=!3m1!4b1!4m6!3m5!1s0x3a53622b3fdb20e7:0x2e681fed6346660f!8m2!3d11.9365872!4d79.834006!16zL20vMDZkMWQz?hl=en",rich_dataset
315,Pondicherry,Pondicherry shore beach,Puducherry,Puducherry,"WRHP+P5G, Beach Rd, White Town, Puducherry, 605001, India",11.9293074,79.8354591,4.5,1602,,https://lh5.googleusercontent.com/p/AF1QipPcBpYJcCyqc49bNxy4N10aVFZs8BlkQXay__B3=w1920-h1080-k-no,Nature,"https://www.google.com/maps/place/Pondicherry+shore+beach/@11.9293074,79.8354591,17z/data=!3m1!4b1!4m6!3m5!1s0x3a5363f8ebf65695:0xc42bffbdcc9bedac!8m2!3d11.9293074!4d79.8354591!16s%2Fg%2F11h6rnswsr?hl=en",rich_dataset
316,Pondicherry,French War memorial,Puducherry,Puducherry,"WRJP+Q49, Mahe de Labourdonnais St, White Town, Puducherry, 605001, India",11.9319192,79.8353451,4.3,451,,https://lh5.googleusercontent.com/p/AF1QipPttH3zHde8N_dr6vWMcdDWLHpW5RIr6Laj7gUt=w1920-h1080-k-no,Historical,"https://www.google.com/maps/place/French+War+memorial/@11.9319192,79.8353451,17z/data=!3m1!4b1!4m6!3m5!1s0x3a53622ca716ec83:0x2c82161eb1d9d2d8!8m2!3d11.9319192!4d79.8353451!16s%2Fg%2F11c0vy47lk?hl=en",rich_dataset
317,Pondicherry,Pondicherry Fishing Harbour,Puducherry,Puducherry,"Fishing Harbour Complex, Thengaithittu, Puducherry, 605004, India",11.9091099,79.82364,4.2,177,,https://lh5.googleusercontent.com/p/AF1QipNE3O2qv3L-wU7eO4tGTl2bHEiWwT0pusCPEr6t=w1920-h1080-k-no,Culture,"https://www.google.com/maps/place/Pondicherry+Fishing+Harbour/@11.9091099,79.82364,17z/data=!3m1!4b1!4m6!3m5!1s0x3a5361f35c4f8113:0xa59a34cd752347f!8m2!3d11.9091099!4d79.82364!16s%2Fg%2F1pyqj08p9?hl=en",rich_dataset
318,Pondicherry,PUDUCHERRY FRENCH COLONY(UT Of PONDICHERRY),Puducherry,Puducherry,"WRHM+QHJ, Romain Rolland St, White Town, Puducherry, 605001, India",11.9294328,79.8337922,4.5,2,,https://lh5.googleusercontent.com/p/AF1QipOWQtAxNkqpXHaAWu-JUeyD-8zrMWYlyYaT9xn6=w1920-h1080-k-no,Adventure,"https://www.google.com/maps/place/PUDUCHERRY+FRENCH+COLONY(UT+Of+PONDICHERRY)/@11.9294328,79.8337922,17z/data=!3m1!4b1!4m6!3m5!1s0x3a53633fb1035745:0x49e9b417ea322569!8m2!3d11.9294328!4d79.8337922!16s%2Fg%2F11kbw9p55b?hl=en",rich_dataset
319,Pondicherry,Uppalam Harbour Beach,Puducherry,Puducherry,"WR4H+WW4, Uppalam Harbour Beach, Puducherry, 605004, India",11.9072614,79.829837,4.4,232,,https://lh5.googleusercontent.com/p/AF1QipMivq7a0lzJfDsh6fJOmf5Ni_XFcXyQ4VqUX-I5=w1920-h1080-k-no,Nature,"https://www.google.com/maps/place/Uppalam+Harbour+Beach/@11.9072614,79.829837,17z/data=!3m1!4b1!4m6!3m5!1s0x3a53621e2ad70c77:0xa7449f4253abf2d6!8m2!3d11.9072614!4d79.829837!16s%2Fg%2F11c5_9jw14?hl=en",rich_dataset
320,Pondicherry,White Sand Beach,Puducherry,Puducherry,"WR6H+4RV, Unnamed Road, Dubrayapet, Puducherry, 605004, India",11.910369,79.8295458,4.2,44,,https://lh5.googleusercontent.com/p/AF1QipNDMm2wqkU6PDPB2WGksi1SMa75o5r4tsm5pTm3=w1920-h1080-k-no,Nature,"https://www.google.com/maps/place/White+Sand+Beach/@11.910369,79.8295458,17z/data=!3m1!4b1!4m6!3m5!1s0x3a536143937d5c19:0x22443b3ec6a69834!8m2!3d11.910369!4d79.8295458!16s%2Fg%2F11fn8nk_lz?hl=en",rich_dataset
321,Pondicherry,Rock Mountains - Picture Spot,Puducherry,Puducherry,"9, St Louis St, White Town, Puducherry, 605002, India",11.9379612,79.836302,4.4,119,,https://lh5.googleusercontent.com/p/AF1QipOrWBJVAZs3VWA7jkp6KvCziB1AUDWcTYxm2ya3=w1920-h1080-k-no,Adventure,"https://www.google.com/maps/place/Rock+Mountains+-+Picture+Spot/@11.9379612,79.836302,17z/data=!3m1!4b1!4m6!3m5!1s0x3a53634e4b571647:0x75f6a9277aa9c1d1!8m2!3d11.9379612!4d79.836302!16s%2Fg%2F11pcy0lj5m?hl=en",rich_dataset
